Value,Range,Percentage,Min,Max
820.42,-7.18,(-0.87%),-10.34,2.79
820.33,-7.27,(-0.88%),-10.34,2.79
820.38,-7.22,(-0.87%),-10.34,2.79
820.40,-7.20,(-0.87%),-10.34,2.79
820.47,-7.13,(-0.86%),-10.34,2.79
819.76,-7.84,(-0.95%),-10.34,2.79
819.76,-7.84,(-0.95%),-10.34,2.79
820.23,-7.37,(-0.89%),-10.34,2.79
819.76,-7.84,(-0.95%),-10.34,2.79
820.26,-7.34,(-0.89%),-10.34,2.79
820.49,-7.11,(-0.86%),-10.34,2.79
820.39,-7.21,(-0.87%),-10.34,2.79
820.17,-7.43,(-0.90%),-10.34,2.79
820.37,-7.23,(-0.87%),-10.34,2.79
820.12,-7.48,(-0.90%),-10.34,2.79
820.27,-7.33,(-0.89%),-10.34,2.79
820.28,-7.32,(-0.88%),-10.34,2.79
820.03,-7.57,(-0.91%),-10.34,2.79
820.05,-7.55,(-0.91%),-10.34,2.79
820.27,-7.33,(-0.89%),-10.34,2.79
820.44,-7.16,(-0.87%),-10.34,2.79
820.29,-7.31,(-0.88%),-10.34,2.79
820.34,-7.26,(-0.88%),-10.34,2.79
820.13,-7.47,(-0.90%),-10.34,2.79
820.27,-7.33,(-0.89%),-10.34,2.79
820.13,-7.47,(-0.90%),-10.34,2.79
819.96,-7.64,(-0.92%),-10.34,2.79
819.76,-7.84,(-0.95%),-10.34,2.79
819.76,-7.84,(-0.95%),-10.34,2.79
819.64,-7.96,(-0.96%),-10.34,2.79
819.44,-8.16,(-0.99%),-10.34,2.79
819.44,-8.16,(-0.99%),-10.34,2.79
819.44,-8.16,(-0.99%),-10.34,2.79
819.26,-8.34,(-1.01%),-10.34,2.79
819.26,-8.34,(-1.01%),-10.34,2.79
819.26,-8.34,(-1.01%),-10.34,2.79
819.31,-8.29,(-1.00%),-10.34,2.79
819.31,-8.29,(-1.00%),-10.34,2.79
819.34,-8.26,(-1.00%),-10.34,2.79
819.12,-8.48,(-1.02%),-10.34,2.79
818.89,-8.71,(-1.05%),-10.34,2.79
818.89,-8.71,(-1.05%),-10.34,2.79
818.78,-8.82,(-1.07%),-10.34,2.79
818.96,-8.64,(-1.04%),-10.34,2.79
818.97,-8.63,(-1.04%),-10.34,2.79
819.42,-8.18,(-0.99%),-10.34,2.79
819.45,-8.15,(-0.98%),-10.34,2.79
819.42,-8.18,(-0.99%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.54,-8.06,(-0.97%),-10.34,2.79
819.84,-7.76,(-0.94%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.58,-8.02,(-0.97%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.65,-7.95,(-0.96%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.46,-8.14,(-0.98%),-10.34,2.79
819.27,-8.33,(-1.01%),-10.34,2.79
818.76,-8.84,(-1.07%),-10.34,2.79
818.49,-9.11,(-1.10%),-10.34,2.79
818.50,-9.10,(-1.10%),-10.34,2.79
818.40,-9.20,(-1.11%),-10.34,2.79
817.71,-9.89,(-1.20%),-10.34,2.79
817.99,-9.61,(-1.16%),-10.34,2.79
817.97,-9.63,(-1.16%),-10.34,2.79
818.15,-9.45,(-1.14%),-10.34,2.79
818.05,-9.55,(-1.15%),-10.34,2.79
818.21,-9.39,(-1.13%),-10.34,2.79
818.13,-9.47,(-1.14%),-10.34,2.79
816.80,-10.80,(-1.30%),-10.8,2.79
817.08,-10.52,(-1.27%),-10.8,2.79
816.77,-10.83,(-1.31%),-10.83,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.80,-10.80,(-1.30%),-11.34,2.79
816.52,-11.08,(-1.34%),-11.34,2.79
816.78,-10.82,(-1.31%),-11.34,2.79
816.83,-10.77,(-1.30%),-11.34,2.79
816.85,-10.75,(-1.30%),-11.34,2.79
816.97,-10.63,(-1.28%),-11.34,2.79
817.13,-10.47,(-1.27%),-11.34,2.79
816.99,-10.61,(-1.28%),-11.34,2.79
816.99,-10.61,(-1.28%),-11.34,2.79
817.74,-9.86,(-1.19%),-11.34,2.79
817.85,-9.75,(-1.18%),-11.34,2.79
817.89,-9.71,(-1.17%),-11.34,2.79
817.89,-9.71,(-1.17%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
816.92,-10.68,(-1.29%),-11.34,2.79
816.64,-10.96,(-1.32%),-11.34,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.76,-10.84,(-1.31%),-11.34,2.79
816.89,-10.71,(-1.29%),-11.34,2.79
817.25,-10.35,(-1.25%),-11.34,2.79
817.51,-10.09,(-1.22%),-11.34,2.79
817.32,-10.28,(-1.24%),-11.34,2.79
817.36,-10.24,(-1.24%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.43,-10.17,(-1.23%),-11.34,2.79
817.36,-10.24,(-1.24%),-11.34,2.79
817.52,-10.08,(-1.22%),-11.34,2.79
817.44,-10.16,(-1.23%),-11.34,2.79
817.75,-9.85,(-1.19%),-11.34,2.79
817.65,-9.95,(-1.20%),-11.34,2.79
817.84,-9.76,(-1.18%),-11.34,2.79
817.66,-9.94,(-1.20%),-11.34,2.79
817.51,-10.09,(-1.22%),-11.34,2.79
817.30,-10.30,(-1.24%),-11.34,2.79
817.36,-10.24,(-1.24%),-11.34,2.79
817.43,-10.17,(-1.23%),-11.34,2.79
817.31,-10.29,(-1.24%),-11.34,2.79
817.38,-10.22,(-1.23%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.78,-9.82,(-1.19%),-11.34,2.79
817.69,-9.91,(-1.20%),-11.34,2.79
817.94,-9.66,(-1.17%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.59,-10.01,(-1.21%),-11.34,2.79
817.51,-10.09,(-1.22%),-11.34,2.79
817.61,-9.99,(-1.21%),-11.34,2.79
817.53,-10.07,(-1.22%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.62,-9.98,(-1.21%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.78,-9.82,(-1.19%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.83,-9.77,(-1.18%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.76,-9.84,(-1.19%),-11.34,2.79
818.07,-9.53,(-1.15%),-11.34,2.79
818.07,-9.53,(-1.15%),-11.34,2.79
817.86,-9.74,(-1.18%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.53,-10.07,(-1.22%),-11.34,2.79
817.15,-10.45,(-1.26%),-11.34,2.79
817.15,-10.45,(-1.26%),-11.34,2.79
817.15,-10.45,(-1.26%),-11.34,2.79
817.14,-10.46,(-1.26%),-11.34,2.79
817.14,-10.46,(-1.26%),-11.34,2.79
817.14,-10.46,(-1.26%),-11.34,2.79
817.44,-10.16,(-1.23%),-11.34,2.79
816.93,-10.67,(-1.29%),-11.34,2.79
816.94,-10.66,(-1.29%),-11.34,2.79
817.09,-10.51,(-1.27%),-11.34,2.79
817.05,-10.55,(-1.27%),-11.34,2.79
816.71,-10.89,(-1.32%),-11.34,2.79
816.71,-10.89,(-1.32%),-11.34,2.79
817.46,-10.14,(-1.23%),-11.34,2.79
817.33,-10.27,(-1.24%),-11.34,2.79
816.71,-10.89,(-1.32%),-11.34,2.79
817.36,-10.24,(-1.24%),-11.34,2.79
817.36,-10.14,(-1.23%),-11.34,2.79
817.24,-10.36,(-1.25%),-11.34,2.79
817.24,-10.36,(-1.25%),-11.34,2.79
817.79,-9.81,(-1.19%),-11.34,2.79
817.50,-10.10,(-1.22%),-11.34,2.79
817.50,-10.10,(-1.22%),-11.34,2.79
817.80,-9.80,(-1.18%),-11.34,2.79
817.68,-9.92,(-1.20%),-11.34,2.79
817.67,-9.93,(-1.20%),-11.34,2.79
817.67,-9.93,(-1.20%),-11.34,2.79
817.67,-9.93,(-1.20%),-11.34,2.79
817.51,-10.09,(-1.22%),-11.34,2.79
817.70,-9.90,(-1.20%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.31,-10.29,(-1.24%),-11.34,2.79
817.37,-10.23,(-1.24%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
817.37,-10.23,(-1.24%),-11.34,2.79
817.26,-10.34,(-1.25%),-11.34,2.79
816.76,-10.84,(-1.31%),-11.34,2.79
816.76,-10.84,(-1.31%),-11.34,2.79
816.76,-10.84,(-1.31%),-11.34,2.79
816.79,-10.81,(-1.31%),-11.34,2.79
816.76,-10.84,(-1.31%),-11.34,2.79
816.42,-11.18,(-1.35%),-11.34,2.79
816.57,-11.03,(-1.33%),-11.34,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.26,-11.34,(-1.37%),-11.34,2.79
816.27,-11.33,(-1.37%),-11.34,2.79
816.34,-11.26,(-1.36%),-11.34,2.79
815.77,-11.83,(-1.43%),-11.83,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.77,-11.83,(-1.43%),-12.08,2.79
815.72,-11.88,(-1.44%),-12.08,2.79
815.62,-11.98,(-1.45%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.98,-11.62,(-1.40%),-12.08,2.79
816.06,-11.54,(-1.39%),-12.08,2.79
815.89,-11.71,(-1.41%),-12.08,2.79
815.84,-11.76,(-1.42%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
815.52,-12.08,(-1.46%),-12.08,2.79
816.04,-11.56,(-1.40%),-12.08,2.79
816.27,-11.33,(-1.37%),-12.08,2.79
816.11,-11.49,(-1.39%),-12.08,2.79
815.96,-11.64,(-1.41%),-12.08,2.79
815.79,-11.81,(-1.43%),-12.08,2.79
816.28,-11.32,(-1.37%),-12.08,2.79
816.21,-11.39,(-1.38%),-12.08,2.79
816.21,-11.39,(-1.38%),-12.08,2.79
816.77,-10.83,(-1.31%),-12.08,2.79
816.85,-10.75,(-1.30%),-12.08,2.79
816.86,-10.74,(-1.30%),-12.08,2.79
816.95,-10.65,(-1.29%),-12.08,2.79
816.96,-10.64,(-1.29%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.06,-10.54,(-1.27%),-12.08,2.79
817.22,-10.38,(-1.25%),-12.08,2.79
817.52,-10.08,(-1.22%),-12.08,2.79
817.30,-10.30,(-1.24%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.50,-10.10,(-1.22%),-12.08,2.79
817.46,-10.14,(-1.23%),-12.08,2.79
817.46,-10.14,(-1.23%),-12.08,2.79
817.55,-10.05,(-1.21%),-12.08,2.79
817.58,-10.02,(-1.21%),-12.08,2.79
817.60,-10.00,(-1.21%),-12.08,2.79
817.87,-9.73,(-1.18%),-12.08,2.79
817.87,-9.73,(-1.18%),-12.08,2.79
817.61,-9.99,(-1.21%),-12.08,2.79
817.74,-9.86,(-1.19%),-12.08,2.79
817.58,-10.02,(-1.21%),-12.08,2.79
817.58,-10.02,(-1.21%),-12.08,2.79
817.67,-9.93,(-1.20%),-12.08,2.79
817.93,-9.67,(-1.17%),-12.08,2.79
817.79,-9.81,(-1.19%),-12.08,2.79
817.79,-9.81,(-1.19%),-12.08,2.79
817.80,-9.80,(-1.18%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.58,-10.02,(-1.21%),-12.08,2.79
817.82,-9.78,(-1.18%),-12.08,2.79
818.07,-9.53,(-1.15%),-12.08,2.79
818.06,-9.54,(-1.15%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.39,-9.21,(-1.11%),-12.08,2.79
818.32,-9.28,(-1.12%),-12.08,2.79
818.32,-9.28,(-1.12%),-12.08,2.79
818.38,-9.22,(-1.11%),-12.08,2.79
818.39,-9.21,(-1.11%),-12.08,2.79
818.06,-9.54,(-1.15%),-12.08,2.79
818.06,-9.54,(-1.15%),-12.08,2.79
818.12,-9.48,(-1.15%),-12.08,2.79
817.99,-9.61,(-1.16%),-12.08,2.79
818.02,-9.58,(-1.16%),-12.08,2.79
817.99,-9.61,(-1.16%),-12.08,2.79
818.13,-9.47,(-1.14%),-12.08,2.79
817.99,-9.61,(-1.16%),-12.08,2.79
818.21,-9.39,(-1.13%),-12.08,2.79
818.25,-9.35,(-1.13%),-12.08,2.79
818.31,-9.29,(-1.12%),-12.08,2.79
818.34,-9.26,(-1.12%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.15,-9.45,(-1.14%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.15,-9.45,(-1.14%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.16,-9.44,(-1.14%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.90,-9.70,(-1.17%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.82,-9.78,(-1.18%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.85,-9.75,(-1.18%),-12.08,2.79
817.88,-9.72,(-1.17%),-12.08,2.79
817.85,-9.75,(-1.18%),-12.08,2.79
818.15,-9.45,(-1.14%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.56,-9.04,(-1.09%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.81,-8.79,(-1.06%),-12.08,2.79
818.80,-8.80,(-1.06%),-12.08,2.79
819.00,-8.60,(-1.04%),-12.08,2.79
818.84,-8.76,(-1.06%),-12.08,2.79
818.84,-8.76,(-1.06%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
818.91,-8.69,(-1.05%),-12.08,2.79
819.03,-8.57,(-1.04%),-12.08,2.79
818.48,-9.12,(-1.10%),-12.08,2.79
818.48,-9.12,(-1.10%),-12.08,2.79
818.48,-9.12,(-1.10%),-12.08,2.79
818.61,-8.99,(-1.09%),-12.08,2.79
818.61,-8.99,(-1.09%),-12.08,2.79
818.72,-8.88,(-1.07%),-12.08,2.79
819.14,-8.46,(-1.02%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.49,-9.11,(-1.10%),-12.08,2.79
818.79,-8.81,(-1.06%),-12.08,2.79
818.79,-8.81,(-1.06%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.40,-8.20,(-0.99%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.53,-8.07,(-0.98%),-12.08,2.79
819.56,-8.04,(-0.97%),-12.08,2.79
819.61,-7.99,(-0.97%),-12.08,2.79
819.43,-8.17,(-0.99%),-12.08,2.79
819.48,-8.12,(-0.98%),-12.08,2.79
819.48,-8.12,(-0.98%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.83,-8.77,(-1.06%),-12.08,2.79
818.48,-9.12,(-1.10%),-12.08,2.79
818.49,-9.11,(-1.10%),-12.08,2.79
818.48,-9.12,(-1.10%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.66,-8.94,(-1.08%),-12.08,2.79
818.93,-8.67,(-1.05%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.62,-8.98,(-1.09%),-12.08,2.79
818.62,-8.98,(-1.09%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.58,-9.02,(-1.09%),-12.08,2.79
818.63,-8.97,(-1.08%),-12.08,2.79
818.50,-9.10,(-1.10%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.29,-9.31,(-1.12%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.59,-9.01,(-1.09%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.66,-8.94,(-1.08%),-12.08,2.79
818.68,-8.92,(-1.08%),-12.08,2.79
818.72,-8.88,(-1.07%),-12.08,2.79
818.85,-8.75,(-1.06%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.73,-8.87,(-1.07%),-12.08,2.79
818.67,-8.93,(-1.08%),-12.08,2.79
818.53,-9.07,(-1.10%),-12.08,2.79
818.54,-9.06,(-1.09%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.12,-9.48,(-1.15%),-12.08,2.79
817.81,-9.79,(-1.18%),-12.08,2.79
817.97,-9.63,(-1.16%),-12.08,2.79
817.99,-9.61,(-1.16%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.92,-9.68,(-1.17%),-12.08,2.79
817.83,-9.77,(-1.18%),-12.08,2.79
817.81,-9.79,(-1.18%),-12.08,2.79
817.99,-9.61,(-1.16%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
817.87,-9.73,(-1.18%),-12.08,2.79
818.22,-9.38,(-1.13%),-12.08,2.79
818.22,-9.38,(-1.13%),-12.08,2.79
818.45,-9.15,(-1.11%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.54,-9.06,(-1.09%),-12.08,2.79
818.25,-9.35,(-1.13%),-12.08,2.79
818.79,-8.81,(-1.06%),-12.08,2.79
818.83,-8.77,(-1.06%),-12.08,2.79
818.61,-8.99,(-1.09%),-12.08,2.79
818.71,-8.89,(-1.07%),-12.08,2.79
818.81,-8.79,(-1.06%),-12.08,2.79
818.96,-8.64,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
818.97,-8.63,(-1.04%),-12.08,2.79
819.38,-8.22,(-0.99%),-12.08,2.79
819.84,-7.76,(-0.94%),-12.08,2.79
820.08,-7.52,(-0.91%),-12.08,2.79
820.01,-7.59,(-0.92%),-12.08,2.79
819.87,-7.73,(-0.93%),-12.08,2.79
819.79,-7.81,(-0.94%),-12.08,2.79
819.79,-7.81,(-0.94%),-12.08,2.79
819.84,-7.76,(-0.94%),-12.08,2.79
819.84,-7.76,(-0.94%),-12.08,2.79
819.24,-8.36,(-1.01%),-12.08,2.79
819.24,-8.36,(-1.01%),-12.08,2.79
819.24,-8.30,(-1.00%),-12.08,2.79
819.24,-8.36,(-1.01%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.47,-8.13,(-0.98%),-12.08,2.79
819.47,-8.13,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.25,-8.35,(-1.01%),-12.08,2.79
819.17,-8.43,(-1.02%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
818.95,-8.65,(-1.05%),-12.08,2.79
818.84,-8.76,(-1.06%),-12.08,2.79
818.84,-8.76,(-1.06%),-12.08,2.79
818.84,-8.76,(-1.06%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.78,-8.82,(-1.07%),-12.08,2.79
818.79,-8.81,(-1.06%),-12.08,2.79
818.55,-9.05,(-1.09%),-12.08,2.79
818.64,-8.96,(-1.08%),-12.08,2.79
818.44,-9.16,(-1.11%),-12.08,2.79
818.45,-9.15,(-1.11%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.07,-9.53,(-1.15%),-12.08,2.79
818.43,-9.17,(-1.11%),-12.08,2.79
818.43,-9.17,(-1.11%),-12.08,2.79
818.43,-9.17,(-1.11%),-12.08,2.79
818.07,-9.53,(-1.15%),-12.08,2.79
818.95,-8.65,(-1.05%),-12.08,2.79
818.88,-8.72,(-1.05%),-12.08,2.79
818.88,-8.72,(-1.05%),-12.08,2.79
819.18,-8.42,(-1.02%),-12.08,2.79
819.13,-8.47,(-1.02%),-12.08,2.79
819.13,-8.47,(-1.02%),-12.08,2.79
818.67,-8.93,(-1.08%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.27,-8.33,(-1.01%),-12.08,2.79
819.30,-8.30,(-1.00%),-12.08,2.79
819.42,-8.18,(-0.99%),-12.08,2.79
819.35,-8.25,(-1.00%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
819.30,-8.30,(-1.00%),-12.08,2.79
819.64,-7.96,(-0.96%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.28,-8.32,(-1.01%),-12.08,2.79
819.38,-8.22,(-0.99%),-12.08,2.79
819.39,-8.21,(-0.99%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.43,-8.17,(-0.99%),-12.08,2.79
819.61,-7.99,(-0.97%),-12.08,2.79
819.29,-8.31,(-1.00%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.32,-8.28,(-1.00%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.60,-8.00,(-0.97%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.69,-7.91,(-0.96%),-12.08,2.79
819.86,-7.74,(-0.94%),-12.08,2.79
819.99,-7.61,(-0.92%),-12.08,2.79
819.99,-7.61,(-0.92%),-12.08,2.79
819.50,-8.10,(-0.98%),-12.08,2.79
819.53,-8.07,(-0.98%),-12.08,2.79
819.89,-7.71,(-0.93%),-12.08,2.79
819.89,-7.71,(-0.93%),-12.08,2.79
819.53,-8.07,(-0.98%),-12.08,2.79
819.76,-7.84,(-0.95%),-12.08,2.79
819.95,-7.65,(-0.92%),-12.08,2.79
819.76,-7.84,(-0.95%),-12.08,2.79
820.07,-7.53,(-0.91%),-12.08,2.79
820.03,-7.57,(-0.91%),-12.08,2.79
820.03,-7.57,(-0.91%),-12.08,2.79
819.50,-8.10,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.87,-7.73,(-0.93%),-12.08,2.79
819.89,-7.71,(-0.93%),-12.08,2.79
819.88,-7.72,(-0.93%),-12.08,2.79
819.81,-7.79,(-0.94%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.86,-7.74,(-0.94%),-12.08,2.79
819.77,-7.83,(-0.95%),-12.08,2.79
819.66,-7.94,(-0.96%),-12.08,2.79
819.75,-7.85,(-0.95%),-12.08,2.79
819.75,-7.85,(-0.95%),-12.08,2.79
819.67,-7.93,(-0.96%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.17,-8.43,(-1.02%),-12.08,2.79
818.79,-8.81,(-1.06%),-12.08,2.79
818.86,-8.74,(-1.06%),-12.08,2.79
818.79,-8.81,(-1.06%),-12.08,2.79
818.83,-8.77,(-1.06%),-12.08,2.79
818.57,-9.03,(-1.09%),-12.08,2.79
818.64,-8.96,(-1.08%),-12.08,2.79
818.64,-8.96,(-1.08%),-12.08,2.79
818.64,-8.96,(-1.08%),-12.08,2.79
819.01,-8.59,(-1.04%),-12.08,2.79
819.01,-8.59,(-1.04%),-12.08,2.79
819.05,-8.55,(-1.03%),-12.08,2.79
818.81,-8.79,(-1.06%),-12.08,2.79
819.25,-8.35,(-1.01%),-12.08,2.79
818.78,-8.82,(-1.07%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.03,-8.57,(-1.04%),-12.08,2.79
819.05,-8.55,(-1.03%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
818.82,-8.78,(-1.06%),-12.08,2.79
818.99,-8.61,(-1.04%),-12.08,2.79
819.27,-8.33,(-1.01%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
819.12,-8.48,(-1.02%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
818.86,-8.74,(-1.06%),-12.08,2.79
819.12,-8.48,(-1.02%),-12.08,2.79
818.85,-8.75,(-1.06%),-12.08,2.79
819.35,-8.25,(-1.00%),-12.08,2.79
819.14,-8.46,(-1.02%),-12.08,2.79
